Frame,Time,FL,PEN,ANG,FL_px,TimTrackAlpha,R_t_x_variance,R_t_alpha_variance,R_t_length_variance,R_t_theta_variance,kalman_measurement_r_scale,kalman_measurement_r_scale_theta,kalman_measurement_r_scale_length
333,30.272727272727273,76.66627347549044,17.041922376777098,17.048901293152284,1209.724236299652,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
334,30.363636363636363,76.67485310734361,17.036439073539665,17.04617906613592,1209.8596151060135,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
335,30.454545454545453,76.67674849602759,17.037694087739396,17.043554153886447,1209.8895226197646,13.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
336,30.545454545454547,76.69122043411289,17.036501699809815,17.037049704957838,1210.1178766723929,15.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
337,30.636363636363637,76.67234626789035,17.04286517395701,17.040111156788754,1209.820059453891,15.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
338,30.727272727272727,76.67527335637077,17.045374026782866,17.04015936016495,1209.8662462543712,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
339,30.818181818181817,76.66254963112128,17.05254599677116,17.04658047658461,1209.6654774141425,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
340,30.90909090909091,76.65213423293628,17.058717472456976,17.05115392457094,1209.5011318806512,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
341,31.0,76.66776346757939,17.05942735200307,17.053149453004636,1209.747747022949,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
342,31.09090909090909,76.67845892993844,17.060677798362974,17.052710151531727,1209.916511715005,13.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
343,31.181818181818183,76.68560155864773,17.062897913632696,17.055810282720245,1210.029215915546,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
344,31.272727272727273,76.64219301527478,17.074670924929563,17.070224137055845,1209.3442684855981,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
345,31.363636363636363,76.70034881826571,17.05927277284573,17.057302689768818,1210.261914292161,14.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
346,31.454545454545453,76.61074258622396,17.079322729839365,17.081334971949502,1208.8480092500822,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
347,31.545454545454547,76.65728793626255,17.073976730726336,17.08006625830646,1209.5824526431961,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
348,31.636363636363637,76.64563813399607,17.078850698326242,17.085287083527334,1209.3986293332714,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
349,31.727272727272727,76.65923235387407,17.078465225344743,17.084687476703493,1209.61313378894,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
350,31.818181818181817,76.63488199255842,17.0876155716823,17.093610293077802,1209.228907180409,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
351,31.90909090909091,76.6832811125702,17.083318833813898,17.09509911569046,1209.9926013817783,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
352,32.0,76.68338541827721,17.086780815443287,17.099462902151117,1209.9942472311986,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
353,32.09090909090909,76.68263160118059,17.08733304496587,17.099120459012624,1209.9823526813504,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
354,32.18181818181818,76.69776556596389,17.083272297435773,17.095591947381052,1210.2211529146175,12.5,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
355,32.27272727272727,76.6479990783502,17.091207402198826,17.098913215024652,1209.4358828930997,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
356,32.36363636363637,76.65524590658151,17.088238106117743,17.089859928183614,1209.5502312675583,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
357,32.45454545454545,76.69834521440947,17.075250622498803,17.08293827048402,1210.230299241175,14.0,100.0,3.055292111054342,100.0,3.055292111054342,1.0,1.0,1.0
