family,method,block_size,offset,offset_units,candidate_index,target,mean_iou,mean_dice,mean_mae,mean_target_density,mean_pred_density,mean_density_bias,mean_abs_density_bias,min_iou,min_dice
cv2,gaussian,71,-15.0,uint8_C,46,fas_thres_raw_from_matlab_fas_filt,0.798572779933191,0.8876231149227787,0.04485839614578538,0.2238063953885635,0.1810421210278055,-0.042764274360757984,0.042764274360757984,0.7424464029001813,0.852188511123706
cv2,mean,31,-15.0,uint8_C,57,fas_thres_raw_from_matlab_fas_filt,0.7963191598513518,0.8862475229665603,0.045611137434653205,0.2238063953885635,0.182679781391384,-0.04112661399717946,0.04112661399717946,0.7423483375704103,0.8521239083633139
skimage,gaussian,51,-0.058823529411764705,float01_offset,134,fas_thres_raw_from_matlab_fas_filt,0.7947216643829922,0.8852472387268716,0.04595558378335388,0.2238063953885635,0.18223956215548365,-0.041566833233079845,0.041566833233079845,0.7396852297224887,0.850366741160965
cv2,gaussian,61,-15.0,uint8_C,35,fas_thres_raw_from_matlab_fas_filt,0.7938774526918383,0.8847027260308167,0.045998709586361944,0.2238063953885635,0.18080520914894307,-0.04300118623962041,0.04300118623962041,0.7370425401740563,0.8486177202087437
cv2,gaussian,51,-15.0,uint8_C,24,fas_thres_raw_from_matlab_fas_filt,0.7872170437675599,0.8805465357880995,0.04761956768902823,0.2238063953885635,0.18035714885795034,-0.04344924653061316,0.04344924653061316,0.730452777500748,0.8442331244146676
skimage,gaussian,41,-0.058823529411764705,float01_offset,123,fas_thres_raw_from_matlab_fas_filt,0.7853514068181571,0.879400795145005,0.048254693151510465,0.2238063953885635,0.18168844799756256,-0.04211794739100094,0.04211794739100094,0.7307764056262359,0.8444492347488682
cv2,mean,51,5.0,uint8_C,83,fas_thres_raw_from_matlab_fas_filt,0.7819607299955751,0.8762082074721087,0.06271275862880109,0.2238063953885635,0.28487757312623985,0.061071177737676376,0.061071177737676376,0.6613041559458087,0.7961265293642957
cv2,gaussian,41,-15.0,uint8_C,13,fas_thres_raw_from_matlab_fas_filt,0.7781532664712463,0.8748395152945028,0.04982794484825878,0.2238063953885635,0.17967553714027762,-0.04413085824828589,0.04413085824828589,0.7217907549846913,0.8384186671871273
cv2,gaussian,31,0.0,uint8_C,5,fas_thres_raw_from_matlab_fas_filt,0.7741729930861276,0.8726365604354398,0.06002607710893578,0.2238063953885635,0.24932790956351092,0.025521514174947375,0.025521514174947375,0.7467819146186375,0.8550373785861838
skimage,gaussian,31,-0.058823529411764705,float01_offset,112,fas_thres_raw_from_matlab_fas_filt,0.7699657968092616,0.8696767205147986,0.052027080763987606,0.2238063953885635,0.18037367108118066,-0.0434327243073828,0.0434327243073828,0.7164480948895148,0.8348030995200371
